timestamp,open,high,low,close,volume,RSI,Stochastic_RSI,MACD,Volume,SMA,EMA,ADX,Ichimoku
2023-05-14 00:00:00,26775.27,26811.65,26560.53,26741.31,1590.47799,,,,1590.47799,,,0.0,
2023-05-14 01:00:00,26741.31,26751.96,26635.65,26730.0,931.55827,,,,931.55827,,,0.0,
2023-05-14 02:00:00,26729.99,26839.73,26720.97,26810.64,745.71153,,,,745.71153,,,0.0,
2023-05-14 03:00:00,26810.64,26874.42,26784.47,26865.03,786.9463,,,,786.9463,,,0.0,
2023-05-14 04:00:00,26865.04,26876.94,26793.53,26825.87,604.65065,,,,604.65065,,,0.0,
2023-05-14 05:00:00,26825.88,26849.89,26802.82,26828.49,357.86079,,,,357.86079,,,0.0,
2023-05-14 06:00:00,26828.49,26898.87,26822.97,26843.29,604.6997,,,,604.6997,,,0.0,
2023-05-14 07:00:00,26843.29,26873.66,26828.67,26855.21,428.98202,,,,428.98202,,,0.0,
2023-05-14 08:00:00,26855.22,26886.73,26829.98,26845.53,463.16594,,,,463.16594,,,0.0,
2023-05-14 09:00:00,26845.53,26868.73,26808.81,26842.53,580.18808,,,,580.18808,,,0.0,
2023-05-14 10:00:00,26842.53,26849.97,26814.35,26827.07,662.8264,,,,662.8264,,,0.0,
2023-05-14 11:00:00,26827.07,26829.26,26790.02,26805.98,653.82849,,,,653.82849,,,0.0,
2023-05-14 12:00:00,26805.97,26880.0,26744.7,26871.33,843.18767,,,,843.18767,,,0.0,
2023-05-14 13:00:00,26871.32,26929.99,26819.12,26912.42,939.3887,73.84037715103813,,,939.3887,26828.907142857144,26831.304762463973,0.0,
2023-05-14 14:00:00,26912.41,26977.0,26850.11,26963.41,931.8294,78.62201769234143,,,931.8294,26844.77142857143,26848.918794135443,0.0,
2023-05-14 15:00:00,26963.42,27200.0,26960.98,27082.02,3762.00643,85.33641021742535,,,3762.00643,26869.915714285715,26879.998954917388,0.0,
2023-05-14 16:00:00,27082.01,27135.04,26925.17,26958.7,1366.47477,63.133996587572135,,,1366.47477,26880.49142857143,26890.49242759507,0.0,
2023-05-14 17:00:00,26958.69,26982.02,26866.09,26940.72,1118.93132,60.65611107447095,,,1118.93132,26885.897857142856,26897.18943724906,0.0,
2023-05-14 18:00:00,26940.71,26953.49,26856.0,26920.72,865.94321,57.9323794556583,,,865.94321,26892.67285714286,26900.326845615855,0.0,
2023-05-14 19:00:00,26920.72,26939.35,26827.23,26878.97,918.52126,52.62041470970209,,,918.52126,26896.278571428567,26897.47926620041,0.0,
2023-05-14 20:00:00,26878.96,26961.55,26842.57,26942.55,686.76702,58.81387649233652,,,686.76702,26903.36857142857,26903.48869737369,0.0,
2023-05-14 21:00:00,26942.55,26957.93,26882.03,26906.62,648.05209,54.4797767355161,,,648.05209,26907.04071428571,26903.906204390532,0.0,
2023-05-14 22:00:00,26906.62,26943.63,26870.42,26900.79,506.44623,53.7871588165735,,,506.44623,26910.98785714286,26903.490710471797,0.0,
2023-05-14 23:00:00,26900.79,26928.53,26854.19,26917.62,596.35934,55.54421999474703,,,596.35934,26916.351428571426,26905.374615742225,0.0,
2023-05-15 00:00:00,26917.61,26931.24,26726.0,26800.25,2062.76348,43.206587007295454,,,2062.76348,26914.435714285715,26891.358000309927,0.0,
2023-05-15 01:00:00,26800.25,27290.93,26780.0,27208.38,3347.54444,68.99584905755444,,47.641180016929866,3347.54444,26943.178571428572,26933.627600268603,0.0,26967.0975
2023-05-15 02:00:00,27208.38,27253.52,27122.21,27162.07,2186.24335,65.36864985751913,0.5260421516531529,61.69341456692928,2186.24335,26963.945714285717,26964.086586899455,0.0,26985.877500000002
2023-05-15 03:00:00,27162.07,27259.72,27161.0,27232.8,1207.60297,68.12487038849414,0.5914642284852317,77.64222038739172,1207.60297,26986.829999999998,26999.91504197953,50.74750139850749,27007.2075
2023-05-15 04:00:00,27232.8,27300.0,27180.01,27289.04,1579.04566,70.15858623136594,0.6397368222895846,93.73929366112134,1579.04566,27010.089285714286,27038.465036382262,50.59030183819889,27013.0
2023-05-15 05:00:00,27289.03,27380.0,27235.34,27335.52,2511.13618,71.76211224850373,1.0,108.99051296491234,2511.13618,27028.196428571428,27078.072364864627,50.82735276969045,27053.0
2023-05-15 06:00:00,27335.52,27550.03,27312.38,27475.63,3954.95747,75.9562814672399,1.0,130.8742829269686,3954.95747,27065.12,27131.080049549346,51.68154143692004,27138.015
2023-05-15 07:00:00,27475.64,27498.02,27387.53,27407.48,1291.18769,70.473265070227,0.8325780900423642,141.09177468724374,1291.18769,27098.46,27167.9333762761,52.47471662791895,27138.015
2023-05-15 08:00:00,27407.47,27448.0,27385.8,27434.67,1308.68361,71.36151249680155,0.8597004019057909,149.65805142607132,1308.68361,27135.170714285712,27203.498259439286,53.184870570369526,27138.015
2023-05-15 09:00:00,27434.67,27485.5,27335.0,27390.5,1426.13046,67.79363192464444,0.7507564672831056,151.14048418240418,1426.13046,27171.70857142857,27228.43182484738,53.068082556064155,27151.515
2023-05-15 10:00:00,27390.51,27450.19,27351.01,27416.61,1065.59599,68.78707921292421,0.7810910186327322,152.662384670326,1065.59599,27205.570000000003,27253.52224820106,52.95963654278059,27237.067499999997
2023-05-15 11:00:00,27416.61,27454.66,27315.55,27336.12,1193.94307,62.39726314966682,0.5859803109260494,145.69415987117827,1193.94307,27236.248571428576,27264.535281774253,52.30272152258344,27246.765
2023-05-15 12:00:00,27336.12,27411.99,27330.8,27395.73,944.51959,64.99098420237601,0.6651786391999673,143.32960585622277,944.51959,27271.601428571426,27282.02791087102,51.692729003828944,27251.517499999998
2023-05-15 13:00:00,27395.72,27450.0,27347.37,27374.25,1282.24467,63.29670586167668,0.6134444667553488,138.1301449515522,1282.24467,27304.217857142856,27294.324189421553,51.36749107554197,27265.35
2023-05-15 14:00:00,27374.25,27534.0,27221.2,27404.71,2567.23613,64.70198386314536,0.16997695994639367,134.91221808947375,2567.23613,27347.393571428573,27309.04229749868,49.2083152514586,27261.815
2023-05-15 15:00:00,27404.71,27448.52,27366.12,27396.8,1222.97454,64.01652629477248,0.11942333192418653,130.2225919942357,1222.97454,27360.852142857144,27320.743324498857,47.20336627195261,27257.8075
2023-05-15 16:00:00,27396.81,27586.0,27366.53,27482.65,2076.32467,67.98127375317637,0.41183000662167585,131.91279842110453,2076.32467,27383.750714285714,27342.33088123234,46.369885128967475,27279.8
