timestamp,open,close
2023-06-24 15:00:00,30688.52,30398.71
2023-06-24 16:00:00,30398.72,30510.01
2023-06-24 17:00:00,30510.01,30584.49
2023-06-24 18:00:00,30584.5,30638.38
2023-06-24 19:00:00,30638.39,30627.84
2023-06-24 20:00:00,30627.84,30507.56
2023-06-24 21:00:00,30507.56,30513.78
2023-06-24 22:00:00,30513.78,30515.33
2023-06-24 23:00:00,30515.33,30527.43
2023-06-25 00:00:00,30527.44,30513.23
2023-06-25 01:00:00,30513.24,30598.52
2023-06-25 02:00:00,30598.52,30621.3
2023-06-25 03:00:00,30621.3,30748.46
2023-06-25 04:00:00,30748.46,30890.66
2023-06-25 05:00:00,30890.65,30858.56
2023-06-25 06:00:00,30858.55,30872.66
2023-06-25 07:00:00,30872.66,30723.78
2023-06-25 08:00:00,30723.78,30735.93
2023-06-25 09:00:00,30735.92,30683.99
2023-06-25 10:00:00,30683.99,30621.27
2023-06-25 11:00:00,30621.28,30716.03
2023-06-25 12:00:00,30716.03,30669.4
2023-06-25 13:00:00,30669.39,30676.5
2023-06-25 14:00:00,30676.49,30551.82
2023-06-25 15:00:00,30551.82,30585.16
2023-06-25 16:00:00,30585.16,30590.29
2023-06-25 17:00:00,30590.3,30526.01
2023-06-25 18:00:00,30526.0,30453.03
2023-06-25 19:00:00,30453.02,30429.78
2023-06-25 20:00:00,30429.78,30374.0
2023-06-25 21:00:00,30374.01,30451.52
2023-06-25 22:00:00,30451.52,30500.86
2023-06-25 23:00:00,30500.86,30462.66
2023-06-26 00:00:00,30462.67,30394.89
2023-06-26 01:00:00,30394.88,30172.74
2023-06-26 02:00:00,30172.73,30222.48
2023-06-26 03:00:00,30222.48,30296.36
2023-06-26 04:00:00,30296.35,30245.17
2023-06-26 05:00:00,30245.18,30215.05
2023-06-26 06:00:00,30215.04,30483.97
2023-06-26 07:00:00,30483.97,30404.29
2023-06-26 08:00:00,30404.28,30405.75
2023-06-26 09:00:00,30405.76,30268.0
2023-06-26 10:00:00,30268.0,30267.99
2023-06-26 11:00:00,30268.0,30322.89
2023-06-26 12:00:00,30322.89,30359.3
2023-06-26 13:00:00,30359.29,30639.14
2023-06-26 14:00:00,30639.14,30394.56
2023-06-26 15:00:00,30394.56,30419.62
2023-06-26 16:00:00,30419.63,30100.47
2023-06-26 17:00:00,30100.46,30084.63
2023-06-26 18:00:00,30084.63,30213.36
2023-06-26 19:00:00,30213.35,30243.97
2023-06-26 20:00:00,30243.97,30161.78
2023-06-26 21:00:00,30161.78,30158.07
2023-06-26 22:00:00,30158.07,30227.51
2023-06-26 23:00:00,30227.5,30267.99
2023-06-27 00:00:00,30267.99,30354.02
2023-06-27 01:00:00,30354.01,30373.77
2023-06-27 02:00:00,30373.76,30480.06
2023-06-27 03:00:00,30480.07,30371.57
2023-06-27 04:00:00,30371.56,30348.8
2023-06-27 05:00:00,30348.81,30317.9
2023-06-27 06:00:00,30317.91,30320.14
2023-06-27 07:00:00,30320.14,30411.22
2023-06-27 08:00:00,30411.23,30395.14
2023-06-27 09:00:00,30395.13,30377.98
2023-06-27 10:00:00,30377.97,30656.57
2023-06-27 11:00:00,30656.56,30729.1
2023-06-27 12:00:00,30729.09,30713.99
2023-06-27 13:00:00,30713.99,30610.41
2023-06-27 14:00:00,30610.41,30808.63
2023-06-27 15:00:00,30808.63,30498.74
2023-06-27 16:00:00,30498.74,30710.65
2023-06-27 17:00:00,30710.64,30733.2
2023-06-27 18:00:00,30733.19,30686.32
2023-06-27 19:00:00,30686.33,30648.03
2023-06-27 20:00:00,30648.03,30649.96
2023-06-27 21:00:00,30649.96,30717.42
2023-06-27 22:00:00,30717.41,30586.45
2023-06-27 23:00:00,30586.45,30692.44
2023-06-28 00:00:00,30692.44,30614.0
2023-06-28 01:00:00,30614.01,30498.42
2023-06-28 02:00:00,30498.43,30420.01
2023-06-28 03:00:00,30420.01,30452.75
2023-06-28 04:00:00,30452.74,30482.31
2023-06-28 05:00:00,30482.31,30452.53
2023-06-28 06:00:00,30452.54,30375.09
2023-06-28 07:00:00,30375.08,30186.13
2023-06-28 08:00:00,30186.14,30278.0
2023-06-28 09:00:00,30278.0,30304.42
2023-06-28 10:00:00,30304.42,30337.62
2023-06-28 11:00:00,30337.61,30310.73
2023-06-28 12:00:00,30310.73,30101.99
2023-06-28 13:00:00,30102.0,30202.34
2023-06-28 14:00:00,30202.34,30316.0
2023-06-28 15:00:00,30316.0,30411.06
2023-06-28 16:00:00,30411.07,30258.0
2023-06-28 17:00:00,30258.0,30155.23
2023-06-28 18:00:00,30155.24,30198.15
